source,target,weight
29,29,0.8483
29,30,0.0
29,31,0.0
29,33,0.0
29,34,0.0
29,35,0.0
29,36,0.0047
29,37,0.0
29,38,0.0474
29,39,0.0
29,40,0.0
29,41,0.0
29,42,0.0
29,43,0.0
29,45,0.0
29,46,0.0
29,47,0.0
29,48,0.0
29,50,0.0
29,51,0.0
29,52,0.0
29,53,0.0
29,54,0.0
29,58,0.0
29,67,0.0
29,68,0.0
29,71,0.0
29,93,0.0
29,96,0.0
29,97,0.0
29,98,0.0
29,99,0.0
29,108,0.0
30,1,0.0
30,2,0.0
30,3,0.0
30,6,0.0
30,12,0.0
30,13,0.0
30,15,0.0
30,16,0.0
30,17,0.0
30,18,0.0
30,19,0.0
30,20,0.0
30,21,0.0
30,22,0.0
30,23,0.0
30,24,0.0021
30,25,0.0
30,26,0.0042
30,27,0.0064
30,28,0.0021
30,29,0.0
30,30,0.9258
30,31,0.0212
30,32,0.0021
30,33,0.0
30,35,0.0
30,36,0.0
30,37,0.0
30,38,0.0
30,39,0.0
30,40,0.0
30,41,0.0
30,42,0.0
30,45,0.0
30,47,0.0
30,48,0.0
30,50,0.0
30,52,0.0
30,53,0.0
30,58,0.0
30,60,0.0
30,69,0.0
30,71,0.0
30,82,0.0
30,89,0.0
30,93,0.036000000000000004
30,97,0.0
30,98,0.0
30,108,0.0
31,12,0.0
31,15,0.0
31,17,0.0
31,20,0.0
31,21,0.0
31,23,0.0
31,24,0.0
31,25,0.0
31,26,0.0
31,27,0.0
31,28,0.01
31,29,0.0
31,30,0.1
31,31,0.87
31,32,0.02
31,33,0.0
31,34,0.0
31,35,0.0
31,36,0.0
31,37,0.0
31,48,0.0
31,58,0.0
31,63,0.0
31,71,0.0
31,93,0.0
31,99,0.0
31,108,0.0
32,4,0.0
32,6,0.0
32,10,0.0
32,15,0.0
32,17,0.0
32,19,0.0
32,21,0.0
32,22,0.0
32,23,0.0
32,24,0.0
32,25,0.0
32,26,0.0
32,27,0.0
32,28,0.0
32,29,0.0
32,30,0.0154
32,31,0.0154
32,32,0.9692
32,37,0.0
32,38,0.0
32,39,0.0
32,41,0.0
32,42,0.0
32,48,0.0
32,58,0.0
32,93,0.0
32,98,0.0
33,1,0.0
33,2,0.0
33,3,0.0
33,4,0.0
33,5,0.0
33,6,0.0
33,7,0.0
33,8,0.0
33,9,0.0
33,10,0.0
33,11,0.0
33,12,0.0
33,13,0.0
33,14,0.0
33,15,0.0
33,16,0.0
33,17,0.0
33,18,0.0157
33,19,0.0157
33,20,0.0
33,21,0.0
33,22,0.0
33,23,0.0
33,24,0.0
33,25,0.0
33,26,0.0
33,27,0.0
33,28,0.0
33,29,0.0
33,31,0.0
33,33,0.9319
33,34,0.0157
33,35,0.0
33,36,0.0
33,37,0.0
33,38,0.0
33,39,0.0
33,40,0.0
33,41,0.0
33,42,0.0
33,44,0.0052
33,45,0.0
33,46,0.0
33,47,0.0
33,48,0.0
33,49,0.0
33,50,0.0
33,51,0.0
33,52,0.0
33,55,0.0
33,58,0.0
33,60,0.0
33,61,0.0
33,67,0.0
33,69,0.0
33,71,0.0
33,87,0.0
33,93,0.0
33,96,0.0
33,97,0.0
33,98,0.0157
33,99,0.0
33,100,0.0
33,103,0.0
33,108,0.0
33,109,0.0
34,1,0.0
34,2,0.0
34,3,0.0
34,4,0.0
34,5,0.0
34,6,0.0
34,7,0.0
34,8,0.0
34,9,0.0
34,10,0.0
34,11,0.0
34,12,0.0
34,13,0.0
34,14,0.0
34,15,0.0
34,16,0.0039
34,17,0.0
34,18,0.0
34,19,0.0
34,20,0.0077
34,21,0.0
34,22,0.0
34,23,0.0
34,24,0.0
34,26,0.0
34,27,0.0
34,28,0.0
34,29,0.0
34,30,0.0
34,33,0.0116
34,34,0.9266
34,35,0.0425
34,36,0.0
34,37,0.0039
34,38,0.0
34,39,0.0
34,40,0.0
34,41,0.0
34,42,0.0
34,43,0.0
34,44,0.0
34,45,0.0
34,46,0.0
34,47,0.0
34,48,0.0039
34,49,0.0
34,50,0.0
34,51,0.0
34,52,0.0
34,53,0.0
34,54,0.0
34,55,0.0
34,57,0.0
34,58,0.0
34,59,0.0
34,60,0.0
34,61,0.0
34,63,0.0
34,65,0.0
34,67,0.0
34,68,0.0
34,69,0.0
34,71,0.0
34,73,0.0
34,76,0.0
34,82,0.0
34,87,0.0
34,93,0.0
34,96,0.0
34,97,0.0
34,98,0.0
34,99,0.0
34,100,0.0
34,108,0.0
34,109,0.0
35,1,0.0
35,2,0.0
35,3,0.0
35,4,0.0
35,5,0.0
35,6,0.0
35,7,0.0
35,8,0.0
35,9,0.0
35,10,0.0
35,11,0.0
35,12,0.0
35,13,0.0
35,15,0.0
35,16,0.0
35,17,0.0
35,18,0.0
35,19,0.0
35,20,0.0115
35,21,0.0
35,22,0.0
35,23,0.0
35,24,0.0
35,25,0.0
35,26,0.0
35,27,0.0
35,28,0.0
35,29,0.0
35,30,0.0
35,31,0.0
35,33,0.0029
35,34,0.0346
35,35,0.879
35,36,0.0692
35,37,0.0029
35,38,0.0
35,39,0.0
35,40,0.0
35,41,0.0
35,42,0.0
35,43,0.0
35,45,0.0
35,46,0.0
35,47,0.0
35,48,0.0
35,49,0.0
35,50,0.0
35,51,0.0
35,52,0.0
35,53,0.0
35,54,0.0
35,56,0.0
35,58,0.0
35,59,0.0
35,60,0.0
35,61,0.0
35,63,0.0
35,65,0.0
35,67,0.0
35,69,0.0
35,71,0.0
35,78,0.0
35,79,0.0
35,90,0.0
35,91,0.0
35,93,0.0
35,96,0.0
35,97,0.0
35,98,0.0
35,99,0.0
35,100,0.0
35,103,0.0
35,108,0.0
35,109,0.0
36,1,0.0
36,2,0.0
36,3,0.0
36,4,0.0
36,5,0.0
36,6,0.0
36,7,0.0
36,8,0.0
36,9,0.0
36,10,0.0
36,11,0.0
36,12,0.0
36,13,0.0
36,15,0.002
36,16,0.0
36,17,0.0
36,18,0.0
36,19,0.0
36,20,0.002
36,21,0.0
36,22,0.002
36,23,0.0
36,24,0.0
36,25,0.0
36,26,0.0
36,27,0.0
36,28,0.0
36,29,0.0
36,30,0.0
36,31,0.0
36,33,0.0
36,34,0.0
36,35,0.0469
36,36,0.9141
36,37,0.0234
36,38,0.0098
36,39,0.0
36,40,0.0
36,41,0.0
36,42,0.0
36,43,0.0
36,44,0.0
36,45,0.0
36,46,0.0
36,47,0.0
36,48,0.0
36,49,0.0
36,50,0.0
36,51,0.0
36,52,0.0
36,53,0.0
36,54,0.0
36,55,0.0
36,56,0.0
36,57,0.0
36,58,0.0
36,60,0.0
36,61,0.0
36,63,0.0
36,66,0.0
36,67,0.0
36,69,0.0
36,71,0.0
36,74,0.0
36,77,0.0
36,78,0.0
36,93,0.0
36,96,0.0
36,97,0.0
36,98,0.0
36,99,0.0
36,100,0.0
36,108,0.0
36,109,0.0
37,1,0.0013
37,2,0.0
37,3,0.0
37,4,0.0
37,5,0.0
37,6,0.0
37,7,0.0
37,9,0.0
37,10,0.0
37,11,0.0
37,12,0.0
37,13,0.0
37,14,0.0
37,15,0.0039
37,16,0.0
37,17,0.0
37,18,0.0
37,19,0.0013
37,20,0.0
37,21,0.0
37,22,0.0
37,23,0.0
37,24,0.0013
37,25,0.0
37,26,0.0
37,27,0.0013
37,28,0.0013
37,29,0.0
37,30,0.0
37,31,0.0
37,32,0.0
37,33,0.0
37,34,0.0
37,35,0.0026
37,36,0.0157
37,37,0.9217
37,38,0.0235
37,39,0.0117
37,40,0.0013
37,41,0.0013
37,42,0.0026
37,43,0.0
37,44,0.0013
37,45,0.0
37,46,0.0
37,47,0.0013
37,48,0.0039
37,49,0.0
37,50,0.0
37,51,0.0
37,52,0.0
37,53,0.0
37,54,0.0
37,55,0.0
37,56,0.0
37,57,0.0
37,58,0.0
37,59,0.0
37,60,0.0
37,61,0.0
37,63,0.0
37,64,0.0
37,65,0.0013
37,66,0.0
37,67,0.0
37,68,0.0
37,69,0.0
37,70,0.0
37,71,0.0
37,72,0.0
37,73,0.0
37,74,0.0
37,75,0.0
37,78,0.0
37,79,0.0
37,80,0.0
37,81,0.0
37,82,0.0
37,86,0.0
37,87,0.0
37,89,0.0
37,90,0.0
37,92,0.0
37,93,0.0
37,96,0.0
37,97,0.0
37,98,0.0
37,99,0.0013
37,100,0.0
37,101,0.0
37,103,0.0
37,108,0.0
37,109,0.0
38,1,0.0
38,5,0.0
38,6,0.0
38,11,0.0
38,12,0.0035
38,13,0.0
38,15,0.0
38,16,0.0
38,17,0.0
38,18,0.0
38,19,0.0
38,20,0.0
38,21,0.0
38,22,0.0
38,23,0.0035
38,24,0.0
38,25,0.0
38,26,0.0
38,27,0.0
38,28,0.0035
38,29,0.0386
38,30,0.0
38,32,0.0
38,33,0.0
38,34,0.0
38,35,0.0
38,36,0.013999999999999999
38,37,0.0632
38,38,0.8561
38,39,0.0175
38,40,0.0
38,41,0.0
38,42,0.0
38,43,0.0
38,46,0.0
38,47,0.0
38,48,0.0
38,49,0.0
38,50,0.0
38,51,0.0
38,52,0.0
38,54,0.0
38,55,0.0
38,58,0.0
38,63,0.0
38,65,0.0
38,67,0.0
38,68,0.0
38,70,0.0
38,81,0.0
38,93,0.0
38,98,0.0
38,99,0.0
38,100,0.0
38,108,0.0
38,109,0.0
39,1,0.0
39,3,0.0
39,4,0.0
39,6,0.0
39,8,0.0
39,9,0.0
39,10,0.0
39,11,0.0
39,12,0.0
39,13,0.0
39,14,0.0
39,15,0.0031
39,16,0.0
39,17,0.0
39,18,0.0
39,19,0.0
39,20,0.0
39,21,0.0
39,22,0.0
39,23,0.0031
39,24,0.0031
39,25,0.0
39,26,0.0
39,27,0.0
39,28,0.0
39,29,0.0031
39,30,0.0
39,32,0.0
39,33,0.0
39,34,0.0
39,35,0.0
39,36,0.0
39,37,0.0153
39,38,0.0092
39,39,0.9144
39,40,0.0428
39,41,0.0
39,42,0.0
39,43,0.0031
39,44,0.0
39,45,0.0
39,46,0.0
39,47,0.0
39,48,0.0
39,49,0.0
39,50,0.0
39,51,0.0
39,52,0.0
39,53,0.0
39,54,0.0
39,57,0.0
39,58,0.0
39,60,0.0
39,63,0.0
39,65,0.0
39,66,0.0
39,67,0.0
39,68,0.0
39,69,0.0
39,70,0.0
39,71,0.0
39,72,0.0
39,93,0.0
39,94,0.0
39,97,0.0
39,98,0.0
39,99,0.0031
39,100,0.0
39,108,0.0
39,109,0.0
40,1,0.0
40,3,0.0
40,4,0.0
40,6,0.0
40,9,0.0
40,10,0.0
40,11,0.0
40,14,0.0
40,15,0.0
40,16,0.0
40,17,0.0
40,18,0.0
40,19,0.0
40,20,0.0
40,21,0.0
40,22,0.0
40,23,0.0
40,24,0.0
40,25,0.0
40,26,0.0
40,27,0.0031
40,28,0.0
40,29,0.0
40,30,0.0
40,33,0.0
40,34,0.0
40,35,0.0
40,36,0.0
40,37,0.0062
40,38,0.0062
40,39,0.0523
40,40,0.8954
40,41,0.0
40,42,0.0
40,43,0.0
40,44,0.0
40,46,0.0
40,47,0.0
40,48,0.0
40,49,0.0
40,50,0.0
40,51,0.0
40,52,0.0
40,54,0.0
40,55,0.0
40,56,0.0
40,57,0.0
40,58,0.0
40,59,0.0
40,60,0.0031
40,61,0.0031
40,62,0.0
40,63,0.0
40,66,0.0
40,67,0.0
40,68,0.0
40,69,0.0
40,70,0.0
40,71,0.0
40,72,0.0
40,73,0.0
40,74,0.0
40,75,0.0
40,90,0.0
40,93,0.0
40,96,0.0
40,97,0.0
40,98,0.0
40,99,0.0277
40,100,0.0
40,108,0.0031
40,109,0.0
40,110,0.0
41,3,0.0
41,9,0.0
41,11,0.0
41,13,0.0
41,15,0.0
41,16,0.0
41,17,0.0
41,18,0.0
41,19,0.0
41,20,0.0
41,21,0.0
41,22,0.0
41,23,0.0
41,24,0.0
41,25,0.0
41,26,0.0
41,27,0.0
41,28,0.0
41,29,0.0
41,30,0.0
41,32,0.0
41,33,0.0
41,34,0.0
41,35,0.0
41,36,0.0
41,37,0.0
41,38,0.0
41,39,0.0
41,40,0.0
41,41,0.9426
41,42,0.0287
41,43,0.0096
41,44,0.0
41,46,0.0
41,47,0.0
41,48,0.0
41,49,0.0
41,51,0.0
41,52,0.0
41,53,0.0
41,54,0.0
41,55,0.0
41,56,0.0
41,57,0.0
41,58,0.0
41,59,0.0
41,60,0.0
41,61,0.0
41,63,0.0
41,66,0.0
41,67,0.0
41,68,0.0
41,69,0.0
41,70,0.0
41,71,0.0
41,72,0.0
41,75,0.0
41,76,0.0
41,93,0.0
41,98,0.0
41,99,0.0191
41,100,0.0
41,108,0.0
41,109,0.0
42,1,0.0
42,3,0.0
42,4,0.0
42,6,0.0
42,12,0.0
42,13,0.0
42,15,0.0
42,16,0.0
42,18,0.0
42,19,0.0
42,20,0.0
42,21,0.0
42,22,0.0
42,23,0.0
42,24,0.0
42,26,0.0
42,27,0.0
42,28,0.0
42,29,0.0
42,30,0.0
42,31,0.0
42,32,0.0
42,33,0.0
42,34,0.0
42,35,0.0
42,36,0.0
42,37,0.0
42,38,0.0
42,39,0.0044
42,40,0.0
42,41,0.0175
42,42,0.943
42,43,0.0175
42,44,0.0
42,46,0.0
42,47,0.0
42,48,0.0
42,49,0.0
42,50,0.0
42,51,0.0
42,52,0.0
42,54,0.0044
42,55,0.0
42,58,0.0
42,61,0.0
42,63,0.0044
42,66,0.0
42,67,0.0
42,68,0.0
42,69,0.0
42,70,0.0044
42,71,0.0
42,72,0.0
42,74,0.0
42,77,0.0
42,94,0.0
42,98,0.0
42,99,0.0044
42,109,0.0
42,110,0.0
43,1,0.0
43,6,0.0083
43,7,0.0
43,10,0.0
43,13,0.0
43,15,0.0
43,16,0.0
43,17,0.0
43,19,0.0
43,21,0.0
43,22,0.0
43,23,0.0
43,26,0.0
43,27,0.0
43,33,0.0
43,34,0.0
43,35,0.0
43,36,0.0
43,37,0.0
43,38,0.0
43,39,0.0
43,40,0.0
43,41,0.0083
43,42,0.0417
43,43,0.8583
43,44,0.0
43,46,0.0
43,48,0.0
43,50,0.0
43,51,0.0
43,54,0.0083
43,55,0.0
43,56,0.0
43,57,0.0
43,58,0.0
43,59,0.0
43,60,0.0
43,61,0.0
43,63,0.0
43,65,0.0
43,66,0.0
43,67,0.0167
43,68,0.0
43,69,0.0
43,70,0.0
43,71,0.0
43,72,0.0
43,98,0.0
43,99,0.0
43,100,0.0
43,109,0.0583
44,4,0.0
44,6,0.0
44,15,0.0
44,17,0.0
44,18,0.0
44,19,0.0
44,23,0.0
44,24,0.0
44,29,0.0
44,33,0.0103
44,34,0.0
44,35,0.0
44,36,0.0
44,37,0.0
44,39,0.0
44,40,0.0
44,41,0.0
44,42,0.0
44,43,0.0
44,44,0.9175
44,49,0.0
44,54,0.0
44,55,0.0
44,57,0.0
44,58,0.0
44,60,0.0
44,61,0.0
44,65,0.0
44,66,0.0
44,67,0.0309
44,68,0.0
44,69,0.0
44,70,0.0
44,71,0.0
44,72,0.0
44,92,0.0
44,99,0.0206
44,109,0.0206
44,111,0.0
45,1,0.0
45,2,0.0
45,3,0.0
45,4,0.0
45,6,0.0
45,7,0.0
45,9,0.0
45,10,0.0
45,11,0.05
45,13,0.0
45,15,0.0
45,16,0.0
45,17,0.0
45,18,0.0
45,19,0.0
45,20,0.0
45,21,0.0
45,23,0.0
45,25,0.0
45,27,0.0
45,28,0.0
45,33,0.0
45,34,0.01
45,35,0.0
45,36,0.0
45,37,0.0
45,39,0.0
45,40,0.0
45,45,0.92
45,46,0.01
45,47,0.0
45,48,0.0
45,49,0.0
45,50,0.0
45,51,0.0
45,52,0.0
45,53,0.01
45,55,0.0
45,58,0.0
45,60,0.0
45,65,0.0
45,67,0.0
45,95,0.0
45,96,0.0
45,97,0.0
45,98,0.0
45,100,0.0
45,108,0.0
46,1,0.0
46,2,0.0
46,4,0.0
46,7,0.0
46,8,0.0
46,10,0.0
46,11,0.0
46,12,0.0
46,13,0.0
46,15,0.0
46,16,0.0
46,17,0.0
46,18,0.0
46,19,0.0
46,20,0.0
46,21,0.0
46,22,0.0
46,23,0.0
46,24,0.0
46,26,0.0
46,27,0.0
46,28,0.0
46,33,0.0
46,34,0.0
46,35,0.0
46,36,0.0
46,37,0.0
46,38,0.0
46,39,0.0
46,40,0.0
46,42,0.0
46,44,0.0
46,45,0.0055
46,46,0.9503
46,47,0.0276
46,48,0.0055
46,49,0.0
46,50,0.011000000000000001
46,51,0.0
46,52,0.0
46,53,0.0
46,54,0.0
46,55,0.0
46,56,0.0
46,58,0.0
46,60,0.0
46,65,0.0
46,98,0.0
46,100,0.0
47,1,0.0
47,3,0.0
47,4,0.0
47,10,0.0
47,11,0.0
47,12,0.0
47,15,0.0
47,16,0.0
47,17,0.0
47,18,0.0
47,19,0.0
47,20,0.0
47,21,0.0
47,22,0.0
47,23,0.0
47,26,0.0
47,27,0.0
47,28,0.0
47,30,0.0
47,33,0.0
47,34,0.0
47,35,0.0
47,36,0.0
47,37,0.0067
47,38,0.0
47,39,0.0
47,40,0.0
47,42,0.0
47,45,0.0
47,46,0.0133
47,47,0.86
47,48,0.0533
47,49,0.0
47,50,0.0
47,51,0.0067
47,52,0.0
47,53,0.0067
47,54,0.0
47,55,0.0
47,56,0.0
47,58,0.0
47,59,0.0
47,60,0.0067
47,65,0.0
47,66,0.0
47,70,0.0
47,71,0.0
47,85,0.0
47,98,0.0
47,99,0.0
47,100,0.0467
48,1,0.0
48,2,0.0
48,3,0.0
48,4,0.0
48,5,0.0
48,6,0.0
48,7,0.0
48,10,0.0
48,11,0.0
48,12,0.0
48,13,0.0
48,14,0.002
48,15,0.0
48,16,0.0
48,17,0.0
48,18,0.0
48,19,0.0
48,20,0.0
48,21,0.0
48,22,0.0
48,23,0.0
48,24,0.0
48,25,0.0
48,26,0.0
48,27,0.0
48,28,0.0
48,29,0.0
48,30,0.0
48,31,0.0
48,32,0.0
48,33,0.0
48,34,0.0
48,35,0.0
48,36,0.0
48,37,0.0102
48,38,0.0
48,39,0.0
48,40,0.0
48,41,0.0
48,42,0.0
48,43,0.0
48,45,0.0
48,46,0.002
48,47,0.0203
48,48,0.9126
48,49,0.0
48,50,0.0122
48,51,0.0102
48,52,0.0061
48,53,0.002
48,54,0.0
48,55,0.0
48,56,0.0
48,57,0.0
48,58,0.0061
48,59,0.0
48,60,0.002
48,61,0.0
48,63,0.0
48,64,0.0
48,65,0.0
48,66,0.0
48,67,0.0
48,69,0.0
48,70,0.0
48,71,0.0
48,76,0.0
48,78,0.0
48,82,0.0
48,87,0.0
48,90,0.0
48,96,0.0
48,97,0.0
48,98,0.0
48,99,0.0
48,100,0.0142
48,108,0.0
48,109,0.0
49,1,0.0
49,2,0.0
49,6,0.0
49,7,0.0
49,8,0.0
49,10,0.0
49,11,0.0
49,12,0.0
49,13,0.0
49,15,0.0
49,16,0.0
49,17,0.0
49,18,0.0
49,19,0.0
49,21,0.0
49,22,0.0
49,23,0.0
49,24,0.0064
49,25,0.0
49,27,0.0
49,28,0.0
49,29,0.0
49,33,0.0
49,34,0.0
49,35,0.0
49,36,0.0
49,37,0.0
49,38,0.0
49,39,0.0
49,40,0.0
49,41,0.0
49,42,0.0
49,43,0.0
49,44,0.0
49,45,0.0
49,46,0.0
49,47,0.0
49,48,0.0128
49,49,0.9231
49,50,0.0449
49,51,0.0
49,52,0.0
49,53,0.0128
49,54,0.0
49,56,0.0
49,58,0.0
49,63,0.0
49,65,0.0
49,82,0.0
49,90,0.0
49,97,0.0
49,100,0.0
49,108,0.0
49,109,0.0
50,1,0.0
50,4,0.0
50,10,0.0
50,11,0.0
50,12,0.0
50,13,0.0
50,15,0.0
50,17,0.0
50,19,0.0
50,20,0.0
50,22,0.0
50,23,0.0
50,24,0.0
50,26,0.0
50,27,0.0
50,28,0.0
50,29,0.0
50,30,0.0
50,33,0.0
50,34,0.0
50,35,0.0
50,36,0.0
50,37,0.0
50,38,0.0
50,39,0.0
50,42,0.0
50,43,0.0
50,45,0.0
50,46,0.0114
50,47,0.0
50,48,0.0343
50,49,0.0343
50,50,0.92
50,51,0.0
50,52,0.0
50,53,0.0
50,54,0.0
50,56,0.0
50,58,0.0
50,60,0.0
50,61,0.0
50,63,0.0
50,66,0.0
50,72,0.0
50,74,0.0
50,79,0.0
50,80,0.0
50,82,0.0
50,87,0.0
50,90,0.0
50,95,0.0
50,100,0.0
50,111,0.0
51,1,0.0
51,3,0.0
51,6,0.0
51,10,0.0
51,11,0.0
51,12,0.0
51,14,0.0
51,15,0.0
51,16,0.0
51,17,0.0
51,18,0.0
51,19,0.0
51,21,0.0
51,22,0.0
51,23,0.0
51,24,0.0
51,27,0.0
51,28,0.0
51,29,0.0066
51,30,0.0
51,33,0.0
51,34,0.0
51,35,0.0
51,36,0.0
51,37,0.0066
51,38,0.0
51,39,0.0
51,40,0.0
51,41,0.0
51,42,0.0
51,43,0.0
51,45,0.0
51,46,0.0
51,47,0.0
51,48,0.0397
51,49,0.0
51,50,0.0
51,51,0.9073
51,52,0.0132
51,53,0.0
51,54,0.0199
51,55,0.0
51,56,0.0
51,57,0.0066
51,58,0.0
51,60,0.0
51,61,0.0
51,63,0.0
51,64,0.0
51,65,0.0
51,69,0.0
51,75,0.0
51,76,0.0
51,90,0.0
51,97,0.0
51,98,0.0
51,99,0.0
51,100,0.0
51,103,0.0
52,6,0.0
52,9,0.0
52,10,0.0
52,11,0.0
52,13,0.0
52,15,0.0
52,16,0.0
52,17,0.0
52,18,0.0
52,19,0.0
52,21,0.0
52,22,0.0
52,23,0.0
52,24,0.0
52,25,0.0
52,26,0.0
52,27,0.0
52,28,0.0
52,29,0.0
52,30,0.0
52,33,0.0
52,34,0.0
52,35,0.0
52,36,0.0
52,37,0.0
52,40,0.0
52,41,0.0
52,42,0.0
52,43,0.0
52,45,0.0
52,46,0.0
52,47,0.0
52,48,0.016
52,49,0.008
52,50,0.0
52,51,0.008
52,52,0.912
52,53,0.024
52,54,0.008
52,55,0.0
52,56,0.016
52,57,0.0
52,58,0.008
52,59,0.0
52,60,0.0
52,61,0.0
52,63,0.0
52,65,0.0
52,66,0.0
52,73,0.0
52,75,0.0
52,77,0.0
52,89,0.0
52,96,0.0
52,98,0.0
52,100,0.0
52,109,0.0
53,1,0.0
53,4,0.0
53,8,0.0
53,9,0.0
53,10,0.0
53,11,0.0
53,12,0.0
53,13,0.0
53,15,0.0
53,16,0.0
53,17,0.0
53,19,0.0
53,21,0.0
53,23,0.0
53,25,0.0
53,26,0.0
53,27,0.0
53,28,0.0
53,33,0.0
53,34,0.0
53,35,0.0
53,36,0.0
53,37,0.0
53,41,0.0
53,44,0.0
53,45,0.0
53,46,0.0
53,47,0.0115
53,48,0.0
53,49,0.023
53,50,0.0
53,51,0.0
53,52,0.023
53,53,0.9309999999999999
53,54,0.0
53,55,0.0
53,56,0.0115
53,58,0.0
53,59,0.0
53,60,0.0
53,63,0.0
53,65,0.0
53,66,0.0
53,90,0.0
53,100,0.0
54,1,0.0
54,2,0.0
54,4,0.0
54,5,0.0
54,7,0.0
54,10,0.0
54,11,0.0
54,14,0.0
54,15,0.0
54,16,0.0
54,17,0.0
54,21,0.0
54,23,0.0
54,24,0.0
54,25,0.0
54,26,0.0
54,27,0.0
54,28,0.0
54,29,0.0
54,33,0.0
54,36,0.0
54,37,0.0
54,38,0.0
54,39,0.0
54,40,0.0109
54,41,0.0
54,42,0.0036
54,43,0.0
54,44,0.0
54,46,0.0
54,47,0.0
54,48,0.0
54,49,0.0
54,50,0.0
54,51,0.0073
54,52,0.0036
54,53,0.0
54,54,0.9453
54,55,0.0219
54,56,0.0
54,57,0.0036
54,58,0.0
54,59,0.0
54,60,0.0036
54,61,0.0
54,62,0.0
54,63,0.0
54,65,0.0
54,66,0.0
54,67,0.0
54,68,0.0
54,69,0.0
54,70,0.0
54,71,0.0
54,77,0.0
54,78,0.0
54,94,0.0
54,96,0.0
54,99,0.0
54,100,0.0
54,101,0.0
54,109,0.0
54,110,0.0
55,1,0.0
55,3,0.0
55,7,0.0
55,11,0.0
55,15,0.0
55,16,0.0
55,17,0.0
55,18,0.0
55,21,0.0
55,22,0.0
55,23,0.0
55,24,0.0
55,29,0.0
55,33,0.0
55,34,0.0
55,35,0.0
55,36,0.0
55,37,0.0
55,38,0.0
55,39,0.0
55,40,0.0
55,41,0.0
55,42,0.0
55,43,0.0
55,44,0.0
55,45,0.0
55,46,0.0
55,47,0.0
55,48,0.0
55,51,0.0
55,52,0.0
55,53,0.0
55,54,0.0444
55,55,0.9111
55,56,0.0111
55,57,0.0333
55,58,0.0
55,59,0.0
55,60,0.0
55,61,0.0
55,63,0.0
55,64,0.0
55,65,0.0
55,66,0.0
55,67,0.0
55,68,0.0
55,72,0.0
56,7,0.0
56,9,0.0
56,10,0.0
56,12,0.0
56,14,0.0
56,15,0.0
56,16,0.0
56,21,0.0
56,22,0.0
56,23,0.0
56,26,0.0
56,27,0.0
56,28,0.0
56,30,0.0
56,34,0.0
56,35,0.0
56,36,0.0
56,37,0.0
56,40,0.0
56,43,0.0
56,44,0.0
56,46,0.0
56,47,0.0
56,48,0.0
56,49,0.0
56,50,0.0
56,51,0.0
56,52,0.0236
56,53,0.0
56,54,0.0
56,55,0.0079
56,56,0.9055
56,57,0.0079
56,58,0.0551
56,59,0.0
56,60,0.0
56,61,0.0
56,63,0.0
56,65,0.0
56,66,0.0
56,67,0.0
56,68,0.0
56,71,0.0
56,78,0.0
56,79,0.0
56,90,0.0
56,108,0.0
57,1,0.0
57,16,0.0
57,23,0.0
57,25,0.0
57,34,0.0
57,35,0.0
57,37,0.0
57,40,0.0
57,41,0.0
57,42,0.0
57,43,0.0
57,44,0.0
57,48,0.0
57,51,0.0
57,52,0.0
57,54,0.0192
57,55,0.0192
57,56,0.0192
57,57,0.8269
57,58,0.0962
57,59,0.0
57,60,0.0
57,61,0.0
57,62,0.0
57,63,0.0
57,64,0.0
57,65,0.0
57,66,0.0192
57,67,0.0
57,68,0.0
57,69,0.0
57,70,0.0
57,80,0.0
57,89,0.0
57,99,0.0
57,109,0.0
58,1,0.0006
58,3,0.0
58,4,0.0
58,5,0.0
58,6,0.0
58,7,0.0
58,8,0.0
58,10,0.0
58,11,0.0
58,12,0.0
58,13,0.0
58,15,0.0006
58,16,0.0
58,17,0.0
58,19,0.0
58,20,0.0
58,21,0.0
58,22,0.0
58,23,0.0
58,24,0.0
58,25,0.0
58,26,0.0
58,27,0.0
58,28,0.0
58,29,0.0
58,30,0.0
58,32,0.0
58,33,0.0
58,34,0.0
58,35,0.0
58,36,0.0
58,37,0.0
58,38,0.0
58,39,0.0
58,40,0.0
58,41,0.0
58,42,0.0
58,43,0.0
58,44,0.0
58,45,0.0
58,46,0.0
58,47,0.0006
58,48,0.0006
58,49,0.0
58,50,0.0
58,51,0.0006
58,52,0.0
58,53,0.0
58,54,0.0
58,55,0.0
58,56,0.0048
58,57,0.0042
58,58,0.977
58,59,0.0061
58,60,0.0024
58,61,0.0
58,62,0.0
58,63,0.0006
58,64,0.0
58,65,0.0
58,66,0.0012
58,67,0.0
58,68,0.0
58,69,0.0
58,70,0.0
58,71,0.0
58,72,0.0
58,73,0.0
58,74,0.0
58,75,0.0
58,76,0.0
58,77,0.0
58,78,0.0
58,79,0.0
58,80,0.0
58,81,0.0
58,82,0.0
58,83,0.0
58,86,0.0
58,87,0.0
58,89,0.0
58,90,0.0
58,92,0.0
58,93,0.0
58,94,0.0
58,95,0.0
58,96,0.0006
58,97,0.0
58,98,0.0
58,99,0.0
58,100,0.0
58,102,0.0
58,103,0.0
58,108,0.0
58,109,0.0
58,110,0.0
58,111,0.0
59,1,0.0
59,3,0.0
59,6,0.0
59,7,0.0
59,10,0.0
59,11,0.0
59,15,0.0
59,16,0.0
59,17,0.0
